Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
abschrecken;0;1;0;0;0;0;0;0;0;0
abschreiben;0;1;1;0;1;1;0;1;0;0
Abschreibung;0;1;0;0;0;1;0;0;0;0
Abschwächung;0;1;0;0;0;0;0;0;0;0
abschweifen;0;1;0;1;0;0;0;0;0;0
Absenkung;0;1;0;0;0;0;0;0;0;0
Absentismu;0;1;0;0;0;0;0;0;0;0
Absentismus;0;1;0;0;0;0;0;0;0;0
absinken;0;1;0;0;0;0;0;0;0;0
absolut;1;0;0;0;0;0;0;0;0;0
Absolution;1;0;0;0;0;0;1;0;0;1
absondern;0;0;0;0;1;0;0;0;0;0
absorbieren;1;0;0;0;0;0;0;0;0;0
abspalten;0;1;0;0;0;0;0;0;0;0
abspannen;0;1;0;0;0;0;0;0;0;0
Absprache;0;1;1;0;1;1;0;1;0;0
Abstammung;1;0;0;0;0;1;0;1;0;0
Abstand;0;1;1;0;0;1;0;0;0;0
absteigen;0;1;0;0;0;0;0;0;0;0
absterben;0;1;0;0;0;1;0;1;0;0
Abstieg;0;1;0;0;0;0;0;0;0;0
Abstimmung;1;1;1;1;0;0;1;1;1;1
abstoßen;0;1;0;0;0;0;0;0;0;0
abstoßend;0;1;0;0;1;0;0;0;0;0
Abstoßung;0;1;0;0;1;1;0;0;0;0
abstreifen;0;1;1;1;1;1;0;1;0;0
Abstrich;0;1;0;0;0;0;0;0;0;0
Absturz;0;1;0;0;0;1;0;1;1;0
abstürzen;0;1;0;0;0;0;0;0;0;0
absurd;0;1;0;0;0;0;0;0;0;0
Absurdität;0;1;0;0;0;0;0;0;0;0
Abszess;0;1;0;0;0;0;0;1;0;0
Abt;0;0;0;0;0;0;0;0;0;1
abtreiben;0;1;0;0;0;0;0;0;0;0
abtreibend;0;1;0;0;0;0;0;1;0;0
Abtreibung;0;1;0;0;1;1;0;1;0;0
abtreten;0;1;0;0;0;0;0;0;0;0
Abwärtstrend;0;1;0;0;0;0;0;0;0;0
Abwasser;0;1;0;0;1;0;0;0;0;0
abwechslungsreich;1;0;0;0;0;0;0;0;0;0
Abweg;0;1;0;0;0;0;0;0;0;0
Abwehrmittel;0;1;0;0;1;1;0;0;0;0
abweichen;0;1;0;0;0;0;0;0;0;0
abweichend;0;1;0;0;0;0;0;0;1;0
Abweichung;0;1;0;0;1;0;0;1;0;0
abweisend;0;1;1;0;1;1;0;0;0;0
abwerten;0;1;1;0;1;0;0;0;0;0
Abwertung;0;1;0;0;0;0;0;0;0;0
abwesend;0;1;0;0;1;0;0;1;0;0
Abwesenheit;0;1;0;0;0;1;0;1;0;0
Abzeichen;0;0;0;0;0;0;0;0;0;1
abziehen;0;1;0;0;0;0;0;0;0;0
abziehend;0;1;0;0;0;0;0;0;0;0
Abzug;1;0;0;0;0;0;0;0;0;0
acht;0;1;0;1;0;1;0;0;0;0
achtsam;1;0;0;0;0;0;0;0;0;0
Achtsamkeit;1;0;0;0;0;0;0;0;0;0
Achtung;0;1;0;0;0;1;0;1;0;0
Addierer;0;1;1;0;1;1;0;1;0;0
Adel;1;0;0;1;0;0;0;0;0;1
Ader;1;0;0;0;0;0;0;0;0;0
Adler;0;0;0;0;0;0;0;0;0;1
administrativ;0;0;0;0;0;0;0;0;0;1
Admiral;1;0;0;0;0;0;0;0;0;1
Adresse;1;0;0;1;0;0;0;0;0;0
adrett;1;0;0;0;0;0;0;0;0;0
adstringierend;0;1;0;0;0;0;0;0;0;0
Advent;1;0;0;1;0;0;1;0;0;1
Affäre;0;1;0;0;0;0;0;0;0;0
Aga;1;0;0;0;0;1;0;0;0;1
Aggression;0;1;1;0;0;1;0;0;0;0
aggressiv;0;1;1;0;0;1;0;0;0;0
Aggressivität;0;1;0;0;0;0;0;0;0;0
Aggressor;0;1;1;0;0;1;0;0;0;0
agil;1;0;0;0;0;0;0;0;0;0
Agitation;0;1;1;0;0;0;0;0;0;0
Ahn;0;0;0;0;0;0;0;0;0;1
ähnlich;0;0;0;0;0;0;0;0;0;1
Ahnung;0;1;0;1;0;1;0;0;0;0
ahnungslos;0;0;0;0;0;0;0;0;1;0
Akademie;1;0;0;0;0;0;0;0;0;0
akademisch;1;0;0;0;0;0;0;0;0;1
Akkolade;1;0;0;1;0;0;1;0;1;1
akkreditieren;1;0;0;0;0;0;0;0;0;1
Akkusativ;0;1;0;0;0;0;0;0;0;0
Akrobat;1;0;0;0;0;1;1;0;0;1
Aktie;1;0;0;1;0;0;1;0;0;1
Aktion;1;0;0;0;0;0;0;0;0;0
aktivieren;1;0;0;0;0;0;0;0;0;1
akzeptabel;1;0;0;0;0;0;0;0;0;1
Akzeptanz;1;0;0;0;0;0;0;0;0;1
akzeptieren ;1;0;0;0;0;0;0;0;0;1
akzeptierend;1;0;0;0;0;0;0;0;0;1
Alabaster;1;0;0;0;0;0;0;0;0;0
Alarm;0;1;0;0;0;1;0;0;1;0
alarmieren;0;1;0;0;0;1;0;0;1;0
alarmierend;0;1;0;0;0;1;0;0;1;0
Alb;0;0;0;0;0;0;0;0;0;1
albern;0;1;0;0;0;0;0;0;0;0
Albtraum;0;1;0;0;0;1;0;0;0;0
Alimente;0;1;0;0;0;0;0;0;0;0
Alkohol;0;1;1;0;0;0;1;1;0;0
Alkoholismu;0;1;1;0;1;1;0;1;0;0
Allegro;1;0;0;0;0;0;0;0;0;0
allerbest;1;0;0;0;0;0;0;0;0;0
allgemein;1;0;0;0;0;0;0;0;0;1
Allheilmittel;1;0;0;0;0;0;0;0;0;0
Allianz;0;0;0;0;0;0;0;0;0;1
Allmacht;1;1;0;0;0;1;0;0;0;0
allmächtig;1;0;0;0;0;0;0;0;0;0
alltäglich;0;0;0;1;0;0;0;0;0;1
allwissend;1;0;0;0;0;0;0;0;0;1
Aloha;1;0;0;1;0;0;1;0;0;0
alt;1;1;0;0;0;0;0;1;0;1
altersschwach;0;1;0;0;0;0;0;0;0;0
amateurhaft;0;1;0;0;0;0;0;0;0;0
Ambition;1;0;0;1;0;0;1;0;0;1
ambivalent;0;1;0;0;0;0;0;0;0;0
Ambivalenz;0;1;0;0;0;0;0;0;0;0
Amen;1;0;0;0;0;0;1;0;0;1
Ammoniak;0;0;0;0;1;0;0;0;0;0
Amnesie;0;1;0;0;0;0;0;0;0;0
Amnestie;1;0;0;0;0;0;1;0;0;0
Amoklauf;0;1;1;0;0;1;0;0;0;0
amortisation;0;0;0;0;0;0;0;0;0;1
amphetamine;0;1;0;0;1;0;0;0;0;0
Amtsgericht;0;1;1;1;1;1;0;0;0;1
amtsuntreue;0;1;0;0;1;0;0;0;0;0
amüsement;1;0;0;0;0;0;1;0;0;0
amüsieren;1;0;0;0;0;0;1;0;0;0
amüsiert;1;0;0;0;0;0;1;0;0;0
Anakonda;0;1;0;0;1;1;0;0;0;0
anal;0;1;0;0;0;0;0;0;0;0
analphabet;0;1;0;0;1;0;0;0;0;0
Analytiker;1;0;0;1;0;0;0;0;0;1
Anarchie;0;1;1;0;0;1;0;0;0;0
Anarchismus;0;1;1;0;0;1;0;0;0;0
Anarchist;0;1;1;0;0;1;0;0;0;0
Anathema;0;1;1;0;1;1;0;1;0;0
Anbau;1;0;0;0;0;0;0;0;0;0
Anbetung;1;0;0;1;0;1;1;0;0;1
anbraten;0;1;0;0;0;0;0;0;0;0
Anchorage;1;0;0;0;0;0;0;1;0;0
Andenken;1;0;0;0;0;0;0;0;0;0
ändern;1;0;0;0;0;0;0;0;1;0
anders;0;0;0;0;0;0;0;0;1;0
Aneignung;0;1;0;0;0;0;0;0;0;0
anerkennenswert;1;0;0;0;0;0;0;0;0;1
Anerkennung;1;0;0;0;0;0;1;0;0;1
anfällig;0;1;0;0;0;0;0;0;0;0
Anfang;0;0;0;1;0;0;0;0;0;0
Anfrage;1;0;0;1;0;0;0;0;0;0
anfreunden;1;0;0;0;0;0;1;0;0;1
angeblich;0;1;0;0;0;0;0;0;0;0
Angebot;1;0;0;0;0;0;0;0;0;1
angedockt;0;1;0;0;0;0;0;0;0;0
angeekelt;0;1;0;0;0;0;0;0;0;0
angehen;0;0;1;0;0;0;0;0;1;0
angeklagt;0;1;1;0;0;1;0;0;0;0
Angeln;0;1;0;1;0;0;0;0;0;0
Angemessenheit;1;0;0;0;0;0;0;0;0;0
angenehm;1;0;0;1;0;0;1;0;1;1
angespannt;0;1;1;0;0;1;0;0;0;0
Angina;0;1;0;0;0;1;0;0;0;0
angliedern;1;0;0;0;0;0;0;0;0;0
angreifen;0;1;1;0;0;1;0;0;1;0
angreifend;0;1;1;0;1;1;0;1;1;0
Angreifer;0;1;1;0;0;1;0;1;0;0
Angriff;0;1;1;0;0;1;0;0;0;0
Angst;0;1;1;1;0;1;0;1;1;0
Ängste;0;1;1;1;0;1;0;1;1;0
ängstigen;0;1;0;0;0;0;0;0;0;0
ängstlich;0;1;0;1;0;1;0;1;1;0
angstschlotternd;0;1;0;0;0;1;0;1;1;0
anhalten;0;1;0;0;0;1;0;1;0;0
Anhänger;0;0;0;0;0;0;0;0;0;1
Anhörung;0;1;0;0;0;1;0;0;0;0
animieren;1;0;0;0;0;0;1;0;0;0
Animus;0;1;1;0;0;0;0;0;0;0
Anker;1;0;0;0;0;0;0;0;0;0
Anklage;0;1;1;0;1;1;0;1;0;0
anklagen;0;1;1;0;1;1;0;0;0;0
Ankläger;0;1;1;0;0;1;0;0;0;0
ankommen;0;0;0;1;0;0;0;0;0;0
Ankündigung;0;0;0;1;0;0;0;0;0;0
Ankunft;0;0;0;1;0;0;0;0;0;0
Anleitung;0;0;0;1;0;0;0;0;0;1
anmaßend;0;1;1;0;1;0;0;0;0;0
Anmeldeinformation;1;0;0;0;0;0;0;0;0;1
anmuten;1;0;0;0;0;0;0;0;0;0
anmutig;1;0;0;0;0;0;0;0;0;0
Annäherung;0;0;0;1;0;0;0;0;0;0
Annahme;1;0;0;0;0;0;0;0;0;0
Annehmlichkeit;1;0;0;0;0;0;0;0;0;0
annullieren;0;1;0;0;0;0;0;0;0;0
anomal;0;1;0;0;0;0;0;0;0;0
Anomalie;0;1;0;0;0;1;0;0;1;0
anonym;0;1;0;0;0;0;0;0;0;0
anpassen;1;0;0;0;0;0;0;0;0;0
anpassungsfähig;1;0;0;0;0;0;0;0;0;0
Anprangern;0;1;1;0;1;0;0;0;0;0
anregen;1;1;1;1;0;1;1;0;1;0
anrichten;0;1;1;0;0;0;0;0;0;0
anrüchig;0;1;1;0;1;1;0;0;0;0
Anruf;0;1;0;1;0;0;0;0;0;1
Anschuldigung;0;1;0;0;0;0;0;0;0;0
anspannen;0;1;1;0;0;0;0;0;0;0
Anspannung;0;1;1;0;0;1;0;0;0;0
ansprechbar;1;0;0;1;0;0;0;0;0;1
ansprechend;1;0;0;0;0;0;1;0;0;1
anspruchsvoll;0;1;0;0;0;0;0;0;0;0
anstacheln;0;1;1;0;0;0;0;0;0;0
anstanden;1;0;0;0;0;0;0;0;0;0
anständig;1;0;0;0;0;0;0;0;0;0
ansteckend;0;1;0;0;1;1;0;1;0;0
Ansteckung;0;1;0;1;1;1;0;0;0;0
ansteigen;1;0;0;0;0;0;0;0;0;0
anstiften;0;1;0;0;0;0;0;0;0;0
Anstiftung;0;1;0;0;0;0;0;0;0;0
anstößig;0;1;0;0;0;0;0;0;0;0
Anstrengung;1;0;0;0;0;0;0;0;0;0
Antagonismus;0;1;1;0;0;0;0;0;0;0
antagonistisch;0;1;1;0;1;0;0;0;0;0
Anteilnahme;0;0;0;0;0;0;0;1;0;0
Antibiotikum;1;0;0;0;0;0;0;0;0;0
Antichrist;0;1;1;0;1;1;0;0;0;0
antifungiell;1;0;0;0;0;0;0;0;0;1
antik;0;1;0;0;0;0;0;0;0;0
Antipathie;0;1;1;0;1;0;0;0;0;0
Antiquität;1;0;0;0;0;0;0;0;0;0
Antiseptikum;1;0;0;0;0;0;0;0;0;1
Antithese;0;1;1;0;0;0;0;0;0;0
Antragsteller;0;0;1;1;1;0;0;0;0;0
anvertrauen;0;0;0;0;0;0;0;0;0;1
Anwalt;0;1;1;0;1;1;0;0;0;0
anweisen;1;0;0;0;0;0;0;0;0;1
Anweisung;1;0;0;0;0;0;0;0;0;1
Anzahl;1;0;0;0;0;0;0;0;0;1
Anzünden;0;1;0;0;0;0;0;0;0;0
Apache;0;1;0;0;0;1;0;0;0;0
Apathie;0;1;0;0;0;0;0;1;0;0
apathisch;0;1;0;0;0;0;0;1;0;0
Apfelwein;1;0;0;0;0;0;0;0;0;0
Apostel;1;0;0;0;0;0;0;0;0;1
apostolisch;0;0;0;0;0;0;0;0;0;1
Appendizitis;0;1;0;0;0;1;0;1;0;0
Arbeit;1;0;0;1;0;0;1;0;1;1
arbeiten;0;1;0;0;0;0;0;1;0;0
arbeitslos;0;1;0;0;0;1;0;1;0;0
Arbeitslose;0;1;0;0;0;0;0;0;0;0
Arbeitslosigkeit;0;1;0;0;0;0;0;0;0;0
archaisch;0;1;0;0;0;0;0;0;0;0
Archäologie;1;0;0;1;0;0;0;0;0;0
Architektur;0;0;0;0;0;0;0;0;0;1
Ärger;0;1;1;0;1;0;0;1;0;0
ärgern ;0;1;1;0;1;0;0;1;0;0
ärgerlich;0;1;1;0;1;0;0;1;0;0
Ärgernis;0;1;1;0;0;0;0;0;0;0
Argument;0;0;1;0;0;0;0;0;0;0
Argumentation;0;0;1;0;0;0;0;0;0;0
argumentativ;0;1;0;0;0;0;0;0;0;0
argwöhnisch;0;1;0;0;0;0;0;0;0;0
aristokratisch;1;0;0;0;0;0;0;0;0;0
arm;0;1;0;0;0;0;0;0;0;0
armselig;0;1;0;0;0;0;0;0;0;0
Armut;0;1;1;0;1;1;0;1;0;0
Aroma;1;0;0;0;0;0;0;0;0;0
Array;1;0;0;0;0;0;0;0;0;0
arrogant;0;1;1;0;1;0;0;0;0;0
Arroganz;0;1;0;0;0;0;0;0;0;0
Arsch;0;1;0;0;0;0;0;0;0;0
Arschloch;0;1;1;0;1;0;0;0;0;0
Arsen;0;1;0;0;1;1;0;1;0;0
artig;1;0;0;0;0;0;0;0;0;0
Artikulation;1;0;0;0;0;0;0;0;0;0
artikulieren;1;0;0;0;0;0;0;0;0;0
Artillerie;0;1;0;0;0;1;0;0;0;0
Arzt;1;1;0;0;0;0;0;0;0;1
As;1;0;0;0;0;0;0;0;0;0
Asche;0;1;0;0;0;0;0;1;0;0
Aspiration;1;0;0;1;0;0;1;0;1;1
assoziieren;1;0;0;0;0;0;0;0;0;1
Ästhetik;1;0;0;0;0;0;1;0;0;0
ästhetisch;1;0;0;0;0;0;0;0;0;0
Astrologe;1;0;0;1;0;0;0;0;0;0
Astronaut;1;0;0;0;0;0;0;0;0;0
Astronom;1;0;0;1;0;0;0;0;0;0
Asyl;0;1;0;0;0;1;0;0;0;0
Asymmetrie;0;0;0;0;1;0;0;0;0;0
atemberaubend;1;0;0;0;0;0;0;0;0;0
Atheismus;0;1;0;0;0;0;0;0;0;0
ätherisch;0;0;0;0;0;1;0;0;0;0
Atherosklerose;0;1;0;0;0;1;0;1;0;0
Athlet;1;0;0;0;0;0;0;0;0;0
Atom;1;0;0;0;0;0;0;0;0;0
Atrophie;0;1;0;0;1;1;0;1;0;0
Attacke;0;1;1;0;0;1;0;0;0;0
Attentäter;0;1;1;0;0;1;0;1;0;0
Attraktion;1;0;0;0;0;0;0;0;0;0
attraktiv;1;0;0;0;0;0;0;0;0;0
Attraktivität;1;0;0;0;0;0;0;0;0;0
Attrappe;0;1;0;0;0;0;0;0;0;0
ätzend;0;1;0;0;0;1;0;0;0;0
Aufbewahrung;0;0;0;0;0;0;0;0;0;1
aufbläht;0;1;0;0;1;0;0;0;0;0
aufbringen;0;1;0;0;0;0;0;0;0;0
aufdecken;0;0;0;0;0;0;0;0;1;0
aufdrehen;1;0;0;0;0;0;0;0;0;0
aufdringlich;0;1;1;0;1;1;0;0;1;0
Auferstehung;1;0;0;1;0;0;1;0;0;0
auffallen;0;1;0;0;0;0;0;0;0;0
auffallend;1;0;0;0;0;0;0;0;0;0
auffällig;0;1;0;0;0;0;0;0;0;0
Auffassung;0;1;0;0;0;1;0;0;0;0
auffüllen;1;0;0;0;0;0;0;0;0;0
Aufgabe;1;1;1;0;0;1;0;1;1;0
aufgeben;0;1;0;0;0;0;0;1;0;0
aufgeblasen;0;1;0;0;0;0;0;0;0;0
aufgeweckt;1;0;0;0;0;0;0;0;0;0
aufhalten;0;1;0;0;0;0;0;0;0;0
aufheben;0;1;0;0;0;0;0;0;0;0
Aufhebung;0;1;0;0;0;0;0;1;0;0
aufhellen;1;0;0;0;0;0;1;0;1;1
aufklären;1;0;0;0;0;0;0;0;0;1
Aufklärung;1;0;0;0;0;0;1;0;0;1
Auflage;0;0;0;1;0;0;0;0;0;0
Auflösung;0;1;1;0;0;1;0;1;1;0
aufmerksam;1;0;0;0;0;0;0;0;0;1
Aufnahme;0;0;0;0;0;0;0;0;0;1
aufrecht;1;0;0;0;0;0;0;0;0;1
aufregen;1;1;1;1;0;0;1;0;1;1
aufregend;1;0;0;1;0;0;1;0;1;0
Aufregung;1;1;1;1;0;0;1;1;1;0
aufrichtig;1;0;0;1;0;0;1;0;1;1
Aufrichtigkeit;1;0;0;0;0;0;0;0;0;0
Aufruf;0;0;0;1;0;0;0;0;0;1
aufrufen;0;0;0;1;0;0;0;0;0;0
Aufruhr;0;1;1;0;0;1;0;1;0;0
aufrührerisch;0;1;1;0;0;1;0;0;1;0
aufschieben;0;1;0;0;0;0;0;0;0;0
Aufschrei;0;1;1;0;0;1;0;0;1;0
aufschreien;0;1;0;0;0;1;0;1;0;0
Aufschub;1;1;0;0;0;0;1;0;0;1
Aufseher;0;1;1;0;0;1;0;0;0;1
Aufsicht;0;1;0;0;0;0;0;0;0;0
Aufspaltung;0;1;0;0;0;0;0;1;0;0
Aufstand;0;1;1;1;0;1;0;0;0;0
Aufständische;0;1;0;0;0;0;0;0;0;0
Aufstieg;1;0;0;0;0;0;0;0;0;0
aufstoßen;0;0;0;0;1;0;0;0;0;0
aufstrebend;1;0;0;1;0;0;1;0;0;1
Auftrag;1;0;0;1;0;0;0;0;0;1
aufwendig;1;0;0;0;0;0;0;0;0;0
Augenbinde;0;0;0;1;0;1;0;0;1;0
Augenzeuge;0;0;0;0;0;0;0;0;0;1
August;1;0;0;0;0;0;0;0;0;0
Aura;1;0;0;0;0;0;0;0;0;0
Ausarbeitung;1;0;0;0;0;0;0;0;0;0
ausbessern;1;0;0;0;0;0;0;0;0;0
Ausbeute;0;1;0;0;0;0;0;0;0;0
ausbeuten;0;1;0;0;0;0;0;0;0;0
ausbrechen;0;1;1;0;0;0;0;0;1;0
Ausbrechen;0;1;0;0;0;0;0;0;0;0
Ausbruch;1;1;1;0;0;1;1;1;1;0
Ausdauer;1;0;0;0;0;0;0;0;0;1
ausdehnen;1;0;0;0;0;0;1;0;0;0
Auseinandersetzung;0;1;1;0;0;0;0;0;0;0
Ausfall;0;1;0;0;0;1;0;0;1;0
ausfallen;0;1;0;0;0;0;0;0;0;0
Ausfallschritt;0;0;0;0;0;0;0;0;1;0
Ausflug;0;0;0;0;0;0;0;0;1;0
ausführen;1;0;0;0;0;0;0;0;0;0
Ausführlichkeit;0;1;0;0;0;0;0;0;0;0
Ausführung;0;1;1;0;0;1;0;1;0;1
Ausgabe;0;1;0;0;0;0;0;0;0;0
ausgefranst;0;1;0;0;0;0;0;1;0;0
ausgeglichen;1;0;0;0;0;0;0;0;0;0
ausgelassen;1;0;0;0;0;0;1;0;0;0
ausgerenken;0;1;1;0;1;1;0;1;0;0
ausgeruht;1;0;0;0;0;0;0;0;0;0
ausgeschlossen;0;1;0;0;1;0;0;1;0;0
ausgestorben;0;1;0;0;0;0;0;1;0;0
ausgestoßen;0;1;0;0;1;1;0;1;0;0
ausgewogen;1;0;0;0;0;0;0;0;0;0
ausgezeichnet;1;0;0;0;0;0;0;0;0;0
Ausgleich;1;0;0;0;0;0;0;0;0;0
Ausgrabung;0;1;0;1;0;0;0;0;1;0
Ausgrenzung;0;1;0;0;0;0;0;0;0;0
ausklammern;0;1;0;0;0;0;0;1;0;0
Ausländer;0;1;0;0;1;1;0;0;0;0
ausländisch;0;1;0;0;0;0;0;0;0;0
auslassen;0;1;0;0;0;0;0;0;0;0
auslaugen;0;1;0;0;0;0;0;0;0;0
ausleuchten;1;0;0;1;0;0;1;0;1;0
auslöschen;0;1;1;0;0;1;0;1;0;0
Auslöschung;0;1;0;0;0;1;0;1;0;0
Auslösung;0;1;1;0;0;0;0;1;0;0
Ausnahmeregelung;0;1;1;0;1;1;0;1;0;0
Auspuff;0;1;0;0;0;0;0;0;0;0
auspusten;0;1;0;0;0;0;0;0;0;0
Ausrede;0;1;0;0;0;0;0;0;0;0
ausreisend;1;0;0;0;0;0;0;0;0;0
Ausreißer;0;1;0;0;0;0;0;1;0;0
ausrotten;0;1;1;0;0;0;0;0;0;0
Ausrottung;0;1;1;0;1;1;0;0;0;0
ausrufen;0;0;0;0;0;0;0;0;1;0
ausruhen;1;0;0;0;0;0;0;0;0;0
Ausrüstung;1;0;0;0;0;0;0;0;0;0
Ausscheidung;0;0;0;0;1;0;0;0;0;0
ausschern;0;0;0;0;0;1;0;0;1;0
Ausschlag;0;1;0;0;1;0;0;0;0;0
ausschließen;0;1;1;0;0;1;0;1;0;0
Ausschluss;0;1;0;0;1;1;0;1;0;0
Ausschuß;0;1;1;0;0;1;0;1;0;1
Ausschweifung;0;1;0;0;1;1;0;0;0;0
Außenseiter;0;0;0;0;0;1;0;0;0;0
außergerichtlich;0;1;0;0;0;1;0;0;0;0
außergewöhnlich;1;0;0;0;0;0;0;0;0;0
außerordentlich;1;0;0;0;0;0;0;0;0;0
äußerst;1;0;0;0;0;0;0;0;0;0
aussetzen;0;1;0;0;0;0;0;0;0;0
Aussicht;1;0;0;0;0;0;0;0;0;0
aussichtslos;0;1;0;0;0;0;0;0;0;0
aussortieren;0;1;0;0;0;0;0;0;0;0
ausstatten;1;0;0;0;0;0;0;0;0;0
Ausstattung;1;0;0;0;0;0;0;0;0;1
Austausch;1;0;0;0;0;0;0;0;0;1
Ausweichen;0;1;1;0;1;1;0;1;0;0
ausweichend;0;1;0;0;0;0;0;0;1;0
auswerfen;0;1;0;0;0;0;0;0;0;0
Auswurf;0;1;0;0;0;0;0;0;0;0
auszeichnen;1;0;0;0;0;0;1;0;0;1
authentifizier;0;0;0;0;0;0;0;0;0;1
Authentifizierung;0;0;0;0;0;0;0;0;0;1
authentisch;1;0;0;0;0;0;1;0;0;1
Authentizität;1;0;0;0;0;0;0;0;0;1
autokratisch;0;1;0;0;0;0;0;0;0;0
automatisch;0;0;0;0;0;0;0;0;0;1
Autopsie;0;1;0;0;1;1;0;1;0;0
Autor;1;0;0;0;0;0;0;0;0;1
autorisieren;0;0;0;0;0;0;0;0;0;1
autorisiert;1;0;0;0;0;0;0;0;0;0
Axiom;0;0;0;0;0;0;0;0;0;1
axiomatisch;0;0;0;0;0;0;0;0;0;1
Baby;1;0;0;0;0;0;1;0;0;0
Babysitter;0;0;0;0;0;0;0;0;0;1
Bad;1;0;0;0;0;0;0;0;0;0
Bahre;0;0;0;0;0;1;0;1;0;0
Bajonett;0;1;1;0;0;1;0;0;0;0
Bakterie;0;1;0;0;1;1;0;1;0;0
Bakterium;0;1;0;0;1;1;0;0;0;0
Balance;1;0;0;0;0;0;0;0;0;0
balgen;0;0;1;0;0;0;0;0;0;0
Balken;0;1;0;0;0;0;0;0;0;0
Ball;0;1;0;0;0;1;0;0;0;0
Ballade;1;0;0;0;0;0;0;0;0;0
Ballett;1;0;0;0;0;0;0;0;0;0
Balsam;1;1;0;1;0;0;1;0;0;0
Balz;1;0;0;1;0;0;1;0;0;1
banal;0;1;0;0;0;0;0;0;0;0
Band;1;0;1;1;0;0;1;0;0;0
Bandit;0;1;0;0;0;0;0;0;0;0
bange;0;1;1;1;0;1;0;0;1;0
